"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","POTATOES, FALL - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","POTATOES, FALL - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","POTATOES, FALL - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>VALUE</b>","POTATOES, FALL - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>CV (%)</b>"
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FIPRONIL = 129121)","3,000","","0.095","","0.095","","1","","9",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)","4,000","","0.087","","0.087","","1","","15",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","29,000","","0.158","","0.208","","1.3","","43",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","5,000","","0.031","","0.105","","3.4","","14",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (OXAMYL = 103801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYMETROZINE = 101103)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","4,000","","0.076","","0.096","","1.3","","11",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)","7,000","","0.077","","0.174","","2.3","","13",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","8,000","","0.067","","0.101","","1.5","","24",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","81,000","","","","","","","","65",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)","4,473,000","","181.523","","181.523","","1","","8",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIQUAT DIBROMIDE = 32201)","12,000","","0.435","","0.435","","1","","9",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLINS A4A7 = 116902)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDOLEBUTYRIC ACID = 46701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)","14,659,000","","140.585","","140.585","","1","","32",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (SULFURIC ACID = 78001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","23,552,000","","","","","","","","49",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENZOVINDIFLUPYR = 122305)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","263,000","","0.779","","7.126","","9.1","","78",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYMOXANIL = 129106)","1,000","","0.121","","0.121","","1","","19",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUAZINAM = 129098)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","20,000","","0.888","","3.636","","4.1","","12",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANDIPROPAMIDE TECHN = 36602)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METIRAM = 14601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPAMOCARB HYDROCH. = 119302)","5,000","","0.711","","0.741","","1","","14",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","402,000","","","","","","","","99",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIPHENYLTIN HYDROX. = 83601)","1,000","","0.114","","0.216","","1.9","","8",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FOMESAFEN SODIUM = 123802)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (LINURON = 35506)","11,000","","0.826","","0.826","","1","","27",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)","11,000","","0.394","","0.394","","1","","58",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)"," (Z)","","0.021","","0.024","","1.2","","8",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","46,000","","","","","","","","90",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BETA-CYFLUTHRIN = 118831)"," (Z)","","0.016","","0.027","","1.6","","11",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","1,000","","0.054","","0.062","","1.1","","26",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)"," (Z)","","0.033","","0.044","","1.3","","7",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","2,000","","0.142","","0.142","","1","","31",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","1,000","","0.026","","0.043","","1.7","","28",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYMETROZINE = 101103)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)"," (Z)","","0.11","","0.117","","1.1",""," (Z)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","1,000","","0.073","","0.073","","1","","36",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","5,000","","","","","","","","93",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIQUAT DIBROMIDE = 32201)","15,000","","0.247","","0.476","","1.9","","67",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (MALEIC HYDRAZIDE, POTASSIUM SALT = 51503)","20,000","","2.098","","2.098","","1","","20",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (PARAQUAT = 61601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MAINE","23","","","","","","","00000000","","POTATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","31,000","","","","","","","","22",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)"," (Z)","","0.032","","0.033","","1","","20",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","343,000","","0.877","","7.383","","8.4","","99",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OCTANOATE = 23306)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYMOXANIL = 129106)","6,000","","0.126","","0.296","","2.3","","40",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FAMOXADONE = 113202)","2,000","","0.124","","0.126","","1","","40",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUAZINAM = 129098)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUTOLANIL = 128975)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","138,000","","1.44","","7.922","","5.5","","37",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANDIPROPAMIDE TECHN = 36602)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","12,000","","0.273","","0.445","","1.6","","56",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","511,000","","","","","","","","99",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIPHENYLTIN HYDROX. = 83601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, 2-EHE = 30063)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ATRAZINE = 80803)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIMETHENAMID-P = 120051)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (LINURON = 35506)","24,000","","0.589","","0.589","","1","","88",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)","8,000","","0.221","","0.379","","1.7","","45",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","2,000","","0.781","","0.781","","1","","5",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)"," (Z)","","0.017","","0.017","","1","","45",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)","55,000","","1.291","","1.291","","1","","90",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","118,000","","","","","","","","99",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BETA-CYFLUTHRIN = 118831)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","POTATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
