"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","GRAPEFRUIT, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","GRAPEFRUIT, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","GRAPEFRUIT, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","GRAPEFRUIT, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","GRAPEFRUIT, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","GRAPEFRUIT, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","GRAPEFRUIT, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","GRAPEFRUIT, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","GRAPEFRUIT, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>VALUE</b>","GRAPEFRUIT, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>CV (%)</b>"
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","7,800","","4.983","","6.709","","1.3","","12",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","1,000","","1.241","","1.515","","1.2","","7",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","8,900","","","","","","","","19",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BROMACIL = 12301)","500","","1.084","","2.021","","1.9","","2",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CYCLOHEXENE = 79701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","2,500","","2.127","","4.862","","2.3","","5",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","4,000","","1.336","","4.191","","3.1","","10",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","700","","1.117","","1.317","","1.2","","6",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SAFLUFENACIL = 118203)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","1,400","","1.982","","3.415","","1.7","","4",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","12,600","","","","","","","","21",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)"," (Z)","","0.02","","0.03","","1.6","","3",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","100","","0.112","","0.123","","1.1","","5",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BETA-CYFLUTHRIN = 118831)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","2,100","","3.392","","5.453","","1.6","","4",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIFLUBENZURON = 108201)","200","","0.225","","0.44","","2","","4",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","300","","0.372","","0.521","","1.4","","6",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (KAOLIN = 100104)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)"," (Z)","","0.107","","0.109","","1","","3",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (S-METHOPRENE = 105402)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110008)"," (Z)","","0.04","","0.046","","1.2","","5",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM-L = 110009)"," (Z)","","0.04","","0.046","","1.2","","5",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFUR = 77501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","17,900","","","","","","","","23",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (2,4-D, ISOPROP ESTER = 30066)","100","","0.081","","0.162","","2","","9",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIPHACINONE = 67701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","36,300","","32.339","","62.556","","1.9","","6",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (SPIRODICLOFEN = 124871)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (STRYCHNINE = 76901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","36,500","","","","","","","","14",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, OTHER","CHEMICAL, OTHER: (ZINC PHOSPHIDE = 88601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)"," (NA)",""," (NA)",""," (NA)","","1.4","","1",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","333,000","","2.197","","9.657","","4.4","","74",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OXIDE = 25601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","2,900","","0.118","","0.195","","1.7","","32",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FERBAM = 34801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","1,000","","0.412","","0.42","","1","","5",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)"," (D)",""," (D)",""," (D)","","4.5","","1",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PHOSPHOROUS ACID = 76002)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","2,300","","0.164","","0.213","","1.3","","23",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","381,500","","","","","","","","78",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","3,800","","0.121","","0.266","","2.2","","31",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, 2-EHE = 30063)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, ISOPROP. SALT = 30025)","1,100","","0.341","","0.611","","1.8","","4",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ALACHLOR = 90501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BROMACIL = 12301)","6,300","","1.241","","3.109","","2.5","","4",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BUTOXYETHYL TRICLOPY = 116004)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","200","","0.014","","0.019","","1.4","","24",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DICAMBA, DIMET. SALT = 29802)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","14,000","","1.378","","2.854","","2.1","","11",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FENOXAPROP-P-ETHYL = 129092)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUAZIFOP-P-BUTYL = 122809)","5,300","","0.378","","0.519","","1.4","","22",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FOMESAFEN SODIUM = 123802)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","4,000","","0.711","","3.282","","4.6","","3",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE AMM. SALT = 103604)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","54,200","","1.533","","4.153","","2.7","","28",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ISOXAFLUTOLE = 123000)"," (D)",""," (D)",""," (D)","","1.9","","4",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","8,800","","1.432","","3.547","","2.5","","5",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","1,700","","0.886","","1.341","","1.5","","3",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PRODIAMINE = 110201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","13,200","","2.379","","5.061","","2.1","","6",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","179,900","","","","","","","","63",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","400","","0.01","","0.02","","2","","46",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ALDICARB = 98301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORETHOXYFOS = 129006)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","26,200","","1.511","","3.185","","2.1","","18",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","GRAPEFRUIT","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIFLUBENZURON = 108201)","5,400","","0.286","","0.639","","2.2","","18",""
