"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","RASPBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>VALUE</b>","RASPBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>CV (%)</b>"
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","18,000","","1.543","","4.456","","2.9","","37",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER (METALLIC) = 22501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER AMM. COMPLEX = 22702)","200","","0.401","","0.46","","1.1","","5",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","1,300","","1.296","","1.531","","1.2","","7",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","1,600","","1.992","","2.93","","1.5","","5",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYMOXANIL = 129106)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","1,400","","0.297","","0.444","","1.5","","29",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FAMOXADONE = 113202)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","1,100","","0.668","","0.892","","1.3","","11",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","1,000","","0.198","","0.296","","1.5","","29",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","1,600","","1.026","","1.207","","1.2","","12",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METALAXYL = 113501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)"," (Z)","","0.055","","0.055","","1","","2",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PHOSPHOROUS ACID = 76002)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)"," (Z)","","0.001","","0.001","","1.2","","20",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","58,500","","","","","","","","42",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, BEE = 30053)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BUTOXYETHYL TRICLOPY = 116004)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","100","","0.021","","0.034","","1.6","","28",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DICHLOBENIL = 27401)","600","","2.511","","3.103","","1.2","","2",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","700","","1.011","","1.015","","1","","6",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","100","","0.794","","1.533","","1.9",""," (Z)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ISOXABEN = 125851)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (MCPA, DIMETHYL. SALT = 30516)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)","700","","1.208","","1.309","","1.1","","5",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","2,900","","1.812","","2.149","","1.2","","12",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","100","","0.085","","0.128","","1.5","","9",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","1,900","","0.264","","0.545","","2.1","","32",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PRONAMIDE = 101701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)","100","","0.238","","0.241","","1","","4",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","4,200","","0.984","","1.217","","1.2","","31",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TERBACIL = 12701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","11,600","","","","","","","","40",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","400","","0.096","","0.131","","1.4","","27",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUBSP. KURSTAKI = 6402)"," (NA)",""," (NA)",""," (NA)","","2","","6",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","3,100","","1.151","","1.349","","1.2","","21",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENAMIPHOS = 100601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)","100","","0.182","","0.256","","1.4","","2",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","1,400","","1.037","","1.159","","1.1","","11",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (OXYDEMETON-METHYL = 58702)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)","1,400","","5.233","","5.382","","1","","2",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (POTASSIUM SALTS = 79021)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110008)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","100","","0.057","","0.07","","1.2","","12",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","9,800","","","","","","","","43",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2009","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","RASPBERRIES","CHEMICAL, OTHER","CHEMICAL, OTHER: (ZINC PHOSPHIDE = 88601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)"," (Z)","","0.021","","0.021","","1","","53",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","13,700","","15.481","","17.652","","1.1","","55",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","2,000","","1.738","","2.274","","1.3","","62",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER AMM. COMPLEX = 22702)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","300","","0.327","","0.42","","1.3","","43",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","200","","0.218","","0.28","","1.3","","43",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","100","","0.624","","0.657","","1.1","","12",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PHOSPHOROUS ACID = 76002)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)"," (Z)","","0.001","","0.001","","1","","53",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","17,200","","","","","","","","88",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (Z)","","0.033","","0.063","","1.9","","28",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DICHLOBENIL = 27401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ISOXABEN = 125851)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (MCPA, DIMETHYL. SALT = 30516)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NORFLURAZON = 105801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","900","","2.041","","2.648","","1.3","","24",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","300","","0.343","","0.414","","1.2","","51",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PRONAMIDE = 101701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","1,400","","1.747","","1.747","","1","","56",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TERBACIL = 12701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","RASPBERRIES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","3,600","","","","","","","","83",""
