"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","AVOCADOS, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","AVOCADOS, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","AVOCADOS, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","AVOCADOS, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","AVOCADOS, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","AVOCADOS, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","AVOCADOS, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","AVOCADOS, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","AVOCADOS, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>VALUE</b>","AVOCADOS, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>CV (%)</b>"
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","4,300","","1.147","","2.073","","1.8","","4",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","62,000","","","","","","","","46",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","700","","0.02","","0.033","","1.6","","41",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FERRIC SODIUM EDTA = 139114)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (KAOLIN = 100104)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","200","","0.117","","0.121","","1","","4",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","200","","0.096","","0.119","","1.2","","4",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","3,500","","","","","","","","49",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIPHACINONE = 67701)"," (Z)",""," (Z)",""," (Z)","","1.7","","7",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)","200","","0.566","","0.909","","1.6",""," (Z)",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","645,700","","16.401","","25.565","","1.6","","50",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (SPIRODICLOFEN = 124871)","300","","0.305","","0.311","","1","","2",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (STRYCHNINE = 76901)"," (Z)","","0.001","","0.002","","1.7","","1",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","646,400","","","","","","","","55",""
"SURVEY","2017","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (WARFARIN = 86002)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","4,400","","","","","","","","1",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIQUAT DIBROMIDE = 32201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","39,900","","0.807","","2.855","","3.5","","28",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","17,600","","0.77","","1.835","","2.4","","19",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SAFLUFENACIL = 118203)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","4,300","","1.147","","2.073","","1.8","","4",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","62,000","","","","","","","","46",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","700","","0.02","","0.033","","1.6","","41",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FERRIC SODIUM EDTA = 139114)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (KAOLIN = 100104)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","200","","0.117","","0.121","","1","","4",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","200","","0.096","","0.119","","1.2","","4",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","3,500","","","","","","","","49",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIPHACINONE = 67701)"," (Z)",""," (Z)",""," (Z)","","1.7","","7",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)","200","","0.566","","0.909","","1.6",""," (Z)",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","645,700","","16.401","","25.565","","1.6","","50",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (SPIRODICLOFEN = 124871)","300","","0.305","","0.311","","1","","2",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (STRYCHNINE = 76901)"," (Z)","","0.001","","0.002","","1.7","","1",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","646,400","","","","","","","","55",""
"SURVEY","2017","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (WARFARIN = 86002)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE AMM. SALT = 103604)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","25,800","","0.783","","3.252","","4.2","","15",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","29,100","","0.821","","2.826","","3.4","","20",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SAFLUFENACIL = 118203)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","7,000","","1.636","","2.3","","1.4","","6",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","62,600","","","","","","","","35",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","500","","0.02","","0.032","","1.6","","33",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FERRIC SODIUM EDTA = 139114)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (KAOLIN = 100104)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (POTASSIUM SALTS = 79021)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110008)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM-L = 110009)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","200","","0.112","","0.122","","1.1","","4",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","9,600","","","","","","","","40",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (BROMADIOLONE = 112001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPHACINONE = 67707)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIPHACINONE = 67701)"," (Z)",""," (Z)","","0.003","","5.2","","1",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","771,700","","22.397","","37.545","","1.7","","40",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA, ETHYL ESTER = 56008)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2015","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","AVOCADOS","CHEMICAL, OTHER","CHEMICAL, OTHER: (SPIRODICLOFEN = 124871)","1,700","","0.414","","0.606","","1.5","","5",""
