"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","ONIONS, DRY - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","ONIONS, DRY - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","ONIONS, DRY - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","ONIONS, DRY - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","ONIONS, DRY - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","ONIONS, DRY - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","ONIONS, DRY - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","ONIONS, DRY - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","ONIONS, DRY - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>VALUE</b>","ONIONS, DRY - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>CV (%)</b>"
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYMOXANIL = 129106)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIMETHOMORPH = 268800)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FAMOXADONE = 113202)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENAMIDONE = 46679)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","73,800","","1.895","","12.668","","6.7","","81",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BENTAZON = 103901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BROMOXYNIL OCTANOATE = 35302)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIMETHENAMID = 129051)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIMETHENAMID-P = 120051)","7,000","","0.601","","1.001","","1.7","","97",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUAZIFOP-P-BUTYL = 122809)","1,200","","0.17","","0.215","","1.3","","76",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (METOLACHLOR = 108801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","2,200","","0.189","","0.381","","2","","79",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","16,600","","0.696","","2.354","","3.4","","98",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","32,700","","","","","","","","99",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEPHATE = 103301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BEAUVERIA BASSIANA = 128924)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BETA-CYFLUTHRIN = 118831)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","500","","0.032","","0.077","","2.4","","96",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","400","","0.057","","0.093","","1.6","","62",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)","900","","0.078","","0.125","","1.6","","96",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","3,900","","","","","","","","98",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, OTHER","CHEMICAL, OTHER: (MALEIC HYDRAZIDE, POTASSIUM SALT = 51503)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","ONIONS","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AMETOCTRADIN = 119210)","500","","0.273","","0.273","","1","","10",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","2,100","","0.24","","0.256","","1.1","","42",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","9,300","","1.189","","3.526","","3","","14",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)","1,300","","0.173","","0.183","","1.1","","37",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","1,500","","0.188","","0.198","","1.1","","40",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYMOXANIL = 129106)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DICLORAN = 31301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIMETHOMORPH = 268800)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FAMOXADONE = 113202)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","19,100","","1.856","","3.657","","2","","27",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANDIPROPAMIDE TECHN = 36602)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","900","","0.116","","0.345","","3","","14",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (OXATHIAPIPROLIN = 128111)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","1,300","","0.131","","0.158","","1.2","","44",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","49,200","","","","","","","","76",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BROMOXYNIL HEPTAN. = 128920)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BROMOXYNIL OCTANOATE = 35302)","3,700","","0.17","","0.227","","1.3","","86",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","2,700","","0.171","","0.196","","1.2","","71",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIMETHENAMID-P = 120051)","5,500","","0.625","","0.636","","1","","45",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ETHOFUMESATE = 110601)","4,500","","0.206","","0.326","","1.6","","73",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUROXYPYR 1-MHE = 128968)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","9,100","","0.759","","0.871","","1.1","","55",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","5,600","","0.219","","0.323","","1.5","","91",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","19,700","","0.808","","1.049","","1.3","","98",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","54,200","","","","","","","","100",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","100","","0.015","","0.019","","1.3","","25",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)","100","","0.008","","0.016","","2","","19",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","5,500","","0.996","","0.996","","1","","29",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DELTAMETHRIN = 97805)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DINOTEFURAN = 44312)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (KAOLIN = 100104)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LINDANE = 9001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","38,900","","0.885","","2.375","","2.7","","86",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (OXAMYL = 103801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (POTASSIUM SALTS = 79021)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","1,600","","0.064","","0.109","","1.7","","77",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","ONIONS","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)","2,500","","0.081","","0.14","","1.7","","92",""
